3953815  [Worker-39: Launching connected-heating] INFO : Create workflow configuration [de.uka.ipd.sdq.workflow.launchconfig.AbstractWorkflowBasedLaunchConfigurationDelegate]
3953998  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3953998  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Create Plugin Project [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954029  [Worker-39: Launching connected-heating] INFO : Task Create. completed in 0.007228279 seconds [de.uka.ipd.sdq.workflow.ExecutionTimeLoggingProgressMonitor]
3954035  [Worker-39: Launching connected-heating] INFO : Task Opening 'org.palladiosimulator.architecturaltemplates.temporary'. completed in 0.005380667 seconds [de.uka.ipd.sdq.workflow.ExecutionTimeLoggingProgressMonitor]
3954036  [Worker-39: Launching connected-heating] INFO : Task Opening 'org.palladiosimulator.architecturaltemplates.temporary'. completed in 0.006676692 seconds [de.uka.ipd.sdq.workflow.ExecutionTimeLoggingProgressMonitor]
3954036  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954040  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954040  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/PrimitiveTypes.repository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954043  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/Palladio.resourcetype [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954045  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/mosaic-ch.repository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954047  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/mosaic-ch.system [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954049  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/mosaic-ch.resourceenvironment [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954051  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/mosaic-ch.allocation [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954052  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/default.usagemodel [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954053  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/My.monitorrepository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954055  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/DynamicHorizontalScalingAssemblyContext.emfprofile_diagram [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954056  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/My.measuringpoint [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954058  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/PCM/commonMetrics.metricspec [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954063  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954063  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/mosaic-ch.repository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954066  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/mosaic-ch.system [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954069  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/mosaic-ch.resourceenvironment [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954071  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/mosaic-ch.allocation [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954073  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/default.usagemodel [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954074  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/My.monitorrepository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954076  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/Palladio.resourcetype [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954077  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/DynamicHorizontalScalingAssemblyContext.emfprofile_diagram [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954079  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/My.measuringpoint [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954082  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/beforeCompletion/Original PCM/commonMetrics.metricspec [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954085  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954085  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954085  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954085  [Worker-39: Launching connected-heating] INFO : Task Sequential Job Execution completed in 1.667E-6 seconds [de.uka.ipd.sdq.workflow.ExecutionTimeLoggingProgressMonitor]
3954095  [Worker-39: Launching connected-heating] INFO : Executing QVTO Transformation... [de.uka.ipd.sdq.workflow.mdsd.emf.qvto.QVTOTransformationJob]
3954095  [Worker-39: Launching connected-heating] DEBUG: Script: platform:/plugin/org.palladiosimulator.architecturaltemplates.catalog/completions/DynamicHorizontalScalingAssemblyContext.qvto [de.uka.ipd.sdq.workflow.mdsd.emf.qvto.QVTOTransformationJob]
3954233  [Worker-39: Launching connected-heating] INFO : Architectural Template Transformation "Dynamic Horizontal Scaling Assembly Context" started [de.uka.ipd.sdq.workflow.mdsd.emf.qvto.internal.QVTOLogger]
3954240  [Worker-39: Launching connected-heating] INFO : Architectural Template Transformation "Dynamic Horizontal Scaling Assembly Context" finished [de.uka.ipd.sdq.workflow.mdsd.emf.qvto.internal.QVTOLogger]
3954241  [Worker-39: Launching connected-heating] INFO : Transformation executed successfully [de.uka.ipd.sdq.workflow.mdsd.emf.qvto.QVTOTransformationJob]
3954241  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954241  [Worker-39: Launching connected-heating] INFO : Task Sequential Job Execution completed in 1.638E-6 seconds [de.uka.ipd.sdq.workflow.ExecutionTimeLoggingProgressMonitor]
3954241  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954244  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954244  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/PrimitiveTypes.repository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954248  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/Palladio.resourcetype [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954250  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/mosaic-ch.repository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954252  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/mosaic-ch.system [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954254  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/mosaic-ch.resourceenvironment [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954256  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/mosaic-ch.allocation [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954258  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/default.usagemodel [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954260  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/My.monitorrepository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954262  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/DynamicHorizontalScalingAssemblyContext.emfprofile_diagram [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954264  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/My.measuringpoint [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954268  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/PCM/commonMetrics.metricspec [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954273  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954274  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/mosaic-ch.repository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954276  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/mosaic-ch.system [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954278  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/mosaic-ch.resourceenvironment [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954280  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/mosaic-ch.allocation [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954282  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/default.usagemodel [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954284  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/My.monitorrepository [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954286  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/Palladio.resourcetype [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954288  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/DynamicHorizontalScalingAssemblyContext.emfprofile_diagram [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954290  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/My.measuringpoint [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954294  [Worker-39: Launching connected-heating] DEBUG: Save resource platform:/resource/org.palladiosimulator.architecturaltemplates.temporary/model-gen/afterCompletion/Original PCM/commonMetrics.metricspec [de.uka.ipd.sdq.workflow.mdsd.blackboard.ResourceSetPartition]
3954298  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954298  [Worker-39: Launching connected-heating] DEBUG: Saving partition AT_COPY [de.uka.ipd.sdq.workflow.mdsd.blackboard.SavePartitionToDiskJob]
3954298  [Worker-39: Launching connected-heating] INFO : Task Saving workspace. completed in 0.419317474 seconds [de.uka.ipd.sdq.workflow.ExecutionTimeLoggingProgressMonitor]
3954298  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Clone Partition Contents [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954298  [Worker-39: Launching connected-heating] INFO : Cloning org.palladiosimulator.pcmmodels.partition to org.palladiosimulator.analyzed.partition [org.palladiosimulator.experimentautomation.application.jobs.CopyPartitionJob]
3954301  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954301  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954301  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954301  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954301  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954301  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954301  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Sequential Job [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954301  [Worker-39: Launching connected-heating] INFO : Task Sequential Job Execution completed in 6.67E-7 seconds [de.uka.ipd.sdq.workflow.ExecutionTimeLoggingProgressMonitor]
3954301  [Worker-39: Launching connected-heating] DEBUG: Palladio Workflow-Engine: Running job Run SimuLizar [de.uka.ipd.sdq.workflow.jobs.AbstractJob]
3954311  [Worker-39: Launching connected-heating] DEBUG: Initialising random number generator! [Stream ID = 36] [de.uka.ipd.sdq.simucomframework.SimuComDefaultRandomNumberGenerator]
3954311  [Worker-39: Launching connected-heating] DEBUG: Setting random seed for random number generator! [Stream ID = 36] [de.uka.ipd.sdq.simucomframework.SimuComDefaultRandomNumberGenerator]
3954312  [Worker-39: Launching connected-heating] DEBUG: Random number stream initialised! [Stream ID = 36] [de.uka.ipd.sdq.simucomframework.SimuComDefaultRandomNumberGenerator]
3954312  [Thread-54 ] DEBUG: Random number producer started! [Stream ID = 36] [de.uka.ipd.sdq.simucomframework.SimuComDefaultRandomNumberGenerator]
3954315  [Worker-39: Launching connected-heating] DEBUG: Simulated Resource Container created. ContainerID _C8rI4G_fEemrIvPmN-PCZA [de.uka.ipd.sdq.simucomframework.resources.AbstractSimulatedResourceContainer]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating Simulated Active Resource: _K7KCYG_fEemrIvPmN-PCZA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating scheduled resource with strategy PROCESSOR_SHARING and 1 replicas! [de.uka.ipd.sdq.simucomframework.resources.ScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Starting resource _K7KCYG_fEemrIvPmN-PCZA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Simulated Resource Container created. ContainerID _DO6vcG_fEemrIvPmN-PCZA [de.uka.ipd.sdq.simucomframework.resources.AbstractSimulatedResourceContainer]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating Simulated Active Resource: _3sLPkG_fEemrIvPmN-PCZA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating scheduled resource with strategy PROCESSOR_SHARING and 1 replicas! [de.uka.ipd.sdq.simucomframework.resources.ScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Starting resource _3sLPkG_fEemrIvPmN-PCZA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Simulated Resource Container created. ContainerID _Dj3EsG_fEemrIvPmN-PCZA [de.uka.ipd.sdq.simucomframework.resources.AbstractSimulatedResourceContainer]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating Simulated Active Resource: _ARkYEG_gEemrIvPmN-PCZA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating scheduled resource with strategy PROCESSOR_SHARING and 1 replicas! [de.uka.ipd.sdq.simucomframework.resources.ScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Starting resource _ARkYEG_gEemrIvPmN-PCZA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Simulated Resource Container created. ContainerID _vEAIkBXSEeqgCpB4S5-6zA [de.uka.ipd.sdq.simucomframework.resources.AbstractSimulatedResourceContainer]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating Simulated Active Resource: _vEAIkRXSEeqgCpB4S5-6zA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating scheduled resource with strategy PROCESSOR_SHARING and 1 replicas! [de.uka.ipd.sdq.simucomframework.resources.ScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Starting resource _vEAIkRXSEeqgCpB4S5-6zA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Simulated Resource Container created. ContainerID _vEAIkhXSEeqgCpB4S5-6zA [de.uka.ipd.sdq.simucomframework.resources.AbstractSimulatedResourceContainer]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating Simulated Active Resource: _vEAIkxXSEeqgCpB4S5-6zA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Creating scheduled resource with strategy PROCESSOR_SHARING and 1 replicas! [de.uka.ipd.sdq.simucomframework.resources.ScheduledResource]
3954316  [Worker-39: Launching connected-heating] DEBUG: Starting resource _vEAIkxXSEeqgCpB4S5-6zA [de.uka.ipd.sdq.simucomframework.resources.AbstractScheduledResource]
3954317  [Worker-39: Launching connected-heating] DEBUG: Setting up experiment runner [de.uka.ipd.sdq.simucomframework.ExperimentRunner]
3954317  [Worker-39: Launching connected-heating] DEBUG: Enabling simulation stop condition at maximum simulation time of 60 [de.uka.ipd.sdq.simucomframework.ExperimentRunner]
3954317  [Worker-39: Launching connected-heating] DEBUG: Deactivating maximum measurements count stop condition per user request [de.uka.ipd.sdq.simucomframework.ExperimentRunner]
3954317  [Worker-39: Launching connected-heating] DEBUG: Deactivating confidence interval stop condition per user request [de.uka.ipd.sdq.simucomframework.ExperimentRunner]
3954317  [Worker-39: Launching connected-heating] DEBUG: Create SimuComSimProcess with id 253 [ClosedUser_253] [de.uka.ipd.sdq.simucomframework.SimuComSimProcess]
3954317  [Worker-39: Launching connected-heating] DEBUG: ClosedUser started! I'm alive!!! [de.uka.ipd.sdq.simucomframework.usage.ClosedWorkloadUser]
3954318  [Worker-39: Launching connected-heating] DEBUG: Create SimuComSimProcess with id 254 [ClosedUser_254] [de.uka.ipd.sdq.simucomframework.SimuComSimProcess]
3954318  [Worker-39: Launching connected-heating] DEBUG: ClosedUser started! I'm alive!!! [de.uka.ipd.sdq.simucomframework.usage.ClosedWorkloadUser]
3954318  [Worker-39: Launching connected-heating] DEBUG: Create SimuComSimProcess with id 255 [ClosedUser_255] [de.uka.ipd.sdq.simucomframework.SimuComSimProcess]
3954318  [Worker-39: Launching connected-heating] DEBUG: ClosedUser started! I'm alive!!! [de.uka.ipd.sdq.simucomframework.usage.ClosedWorkloadUser]
3954318  [Worker-39: Launching connected-heating] DEBUG: Create SimuComSimProcess with id 256 [ClosedUser_256] [de.uka.ipd.sdq.simucomframework.SimuComSimProcess]
